id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,atmo_opacity,min_temp_F,max_temp_F
1872,2/3/2018,1954,124,Month 5,-77,-17,745,Sunny,-106.6,1.4
1870,2/2/2018,1953,123,Month 5,-78,-22,747,Sunny,-108.4,-7.6
1871,2/1/2018,1952,123,Month 5,-80,-25,748,Sunny,-112,-13
1869,1/31/2018,1951,122,Month 5,-77,-23,749,Sunny,-106.6,-9.4
1868,1/30/2018,1950,122,Month 5,-79,-15,750,Sunny,-110.2,5
1867,1/29/2018,1949,121,Month 5,-78,-20,751,Sunny,-108.4,-4
1866,1/28/2018,1948,121,Month 5,-78,-18,752,Sunny,-108.4,-0.4
1865,1/27/2018,1947,120,Month 5,-78,-19,751,Sunny,-108.4,-2.2
1864,1/26/2018,1946,120,Month 5,-79,-20,753,Sunny,-110.2,-4
1862,1/25/2018,1945,119,Month 4,-78,-22,754,Sunny,-108.4,-7.6
1861,1/24/2018,1944,119,Month 4,-80,-21,755,Sunny,-112,-5.8
1863,1/23/2018,1943,118,Month 4,-78,-28,756,Sunny,-108.4,-18.4
1860,1/22/2018,1942,118,Month 4,-78,-27,757,Sunny,-108.4,-16.6
1856,1/21/2018,1941,117,Month 4,-77,-20,758,Sunny,-106.6,-4
1858,1/20/2018,1940,117,Month 4,-77,-19,759,Sunny,-106.6,-2.2
1857,1/19/2018,1939,116,Month 4,-78,-20,760,Sunny,-108.4,-4
1859,1/18/2018,1938,116,Month 4,-78,-24,762,Sunny,-108.4,-11.2
1854,1/17/2018,1937,116,Month 4,-80,-22,763,Sunny,-112,-7.6
1855,1/16/2018,1936,115,Month 4,-79,-20,764,Sunny,-110.2,-4
1853,1/15/2018,1935,115,Month 4,-80,-21,765,Sunny,-112,-5.8
1851,1/14/2018,1934,114,Month 4,-79,-21,766,Sunny,-110.2,-5.8
1852,1/13/2018,1933,114,Month 4,-78,-23,767,Sunny,-108.4,-9.4
1850,1/12/2018,1932,113,Month 4,-79,-24,768,Sunny,-110.2,-11.2
1849,1/11/2018,1931,113,Month 4,-79,-22,770,Sunny,-110.2,-7.6
1848,1/10/2018,1930,112,Month 4,-79,-24,770,Sunny,-110.2,-11.2
1846,1/9/2018,1929,112,Month 4,-79,-26,771,Sunny,-110.2,-14.8
1847,1/8/2018,1928,111,Month 4,-78,-24,773,Sunny,-108.4,-11.2
1845,1/7/2018,1927,111,Month 4,-79,-24,774,Sunny,-110.2,-11.2
1843,1/6/2018,1926,110,Month 4,-80,-24,775,Sunny,-112,-11.2
1844,1/5/2018,1925,110,Month 4,-79,-19,777,Sunny,-110.2,-2.2
1841,1/3/2018,1924,109,Month 4,-78,-21,777,Sunny,-108.4,-5.8
1842,1/2/2018,1923,109,Month 4,-77,-23,778,Sunny,-106.6,-9.4
1840,1/1/2018,1922,108,Month 4,-79,-24,780,Sunny,-110.2,-11.2
1838,12/31/2017,1921,108,Month 4,-78,-19,781,Sunny,-108.4,-2.2
1837,12/30/2017,1920,108,Month 4,-77,-25,782,Sunny,-106.6,-13
1836,12/29/2017,1919,107,Month 4,-77,-26,783,Sunny,-106.6,-14.8
1839,12/28/2017,1918,107,Month 4,-77,-18,784,Sunny,-106.6,-0.4
1831,12/27/2017,1917,106,Month 4,-80,-19,786,Sunny,-112,-2.2
1829,12/26/2017,1916,106,Month 4,-79,-22,787,Sunny,-110.2,-7.6
1835,12/25/2017,1915,105,Month 4,-78,-23,788,Sunny,-108.4,-9.4
1834,12/24/2017,1914,105,Month 4,-78,-21,790,Sunny,-108.4,-5.8
1830,12/23/2017,1913,104,Month 4,-79,-27,791,Sunny,-110.2,-16.6
1832,12/22/2017,1912,104,Month 4,-80,-25,791,Sunny,-112,-13
1833,12/21/2017,1911,103,Month 4,-79,-22,792,Sunny,-110.2,-7.6
1828,12/20/2017,1910,103,Month 4,-80,-23,794,Sunny,-112,-9.4
1827,12/19/2017,1909,102,Month 4,-80,-27,795,Sunny,-112,-16.6
1826,12/18/2017,1908,102,Month 4,-79,-28,796,Sunny,-110.2,-18.4
1825,12/17/2017,1907,101,Month 4,-79,-29,798,Sunny,-110.2,-20.2
1824,12/16/2017,1906,101,Month 4,-79,-23,799,Sunny,-110.2,-9.4
1823,12/15/2017,1905,101,Month 4,-80,-22,800,Sunny,-112,-7.6
1822,12/14/2017,1904,100,Month 4,-79,-27,801,Sunny,-110.2,-16.6
1821,12/13/2017,1903,100,Month 4,-78,-25,803,Sunny,-108.4,-13
1820,12/12/2017,1902,99,Month 4,-79,-27,804,Sunny,-110.2,-16.6
1819,12/11/2017,1901,99,Month 4,-81,-28,806,Sunny,-113.8,-18.4
1818,12/10/2017,1900,98,Month 4,-81,-25,807,Sunny,-113.8,-13
1815,12/9/2017,1899,98,Month 4,-81,-23,808,Sunny,-113.8,-9.4
1816,12/8/2017,1898,97,Month 4,-81,-27,810,Sunny,-113.8,-16.6
1817,12/7/2017,1897,97,Month 4,-80,-27,811,Sunny,-112,-16.6
1813,12/6/2017,1896,96,Month 4,-79,-23,812,Sunny,-110.2,-9.4
1814,12/5/2017,1895,96,Month 4,-78,-29,814,Sunny,-108.4,-20.2
1811,12/4/2017,1894,96,Month 4,-79,-28,815,Sunny,-110.2,-18.4
1812,12/3/2017,1893,95,Month 4,-79,-25,816,Sunny,-110.2,-13
1809,12/2/2017,1892,95,Month 4,-81,-29,817,Sunny,-113.8,-20.2
1810,12/1/2017,1891,94,Month 4,-80,-25,819,Sunny,-112,-13
1808,11/30/2017,1890,94,Month 4,-79,-28,821,Sunny,-110.2,-18.4
1806,11/29/2017,1889,93,Month 4,-80,-28,822,Sunny,-112,-18.4
1807,11/27/2017,1888,93,Month 4,-79,-25,823,Sunny,-110.2,-13
1802,11/26/2017,1887,92,Month 4,-79,-26,824,Sunny,-110.2,-14.8
1805,11/25/2017,1886,92,Month 4,-79,-27,826,Sunny,-110.2,-16.6
1804,11/24/2017,1885,91,Month 4,-79,-30,827,Sunny,-110.2,-22
1799,11/23/2017,1884,91,Month 4,-79,-29,829,Sunny,-110.2,-20.2
1800,11/22/2017,1883,91,Month 4,-78,-28,830,Sunny,-108.4,-18.4
1801,11/21/2017,1882,90,Month 4,-78,-31,831,Sunny,-108.4,-23.8
1803,11/20/2017,1881,90,Month 4,-79,-28,832,Sunny,-110.2,-18.4
1798,11/19/2017,1880,89,Month 3,-79,-30,833,Sunny,-110.2,-22
1796,11/18/2017,1879,89,Month 3,-79,-31,834,Sunny,-110.2,-23.8
1795,11/17/2017,1878,88,Month 3,-79,-29,835,Sunny,-110.2,-20.2
1797,11/16/2017,1877,88,Month 3,-79,-30,837,Sunny,-110.2,-22
1794,11/15/2017,1876,87,Month 3,-79,-29,838,Sunny,-110.2,-20.2
1793,11/14/2017,1875,87,Month 3,-79,-23,839,Sunny,-110.2,-9.4
1792,11/13/2017,1874,86,Month 3,-80,-29,840,Sunny,-112,-20.2
1790,11/12/2017,1873,86,Month 3,-79,-25,842,Sunny,-110.2,-13
1791,11/11/2017,1872,86,Month 3,-79,-29,843,Sunny,-110.2,-20.2
1789,11/10/2017,1871,85,Month 3,-80,-30,844,Sunny,-112,-22
1788,11/9/2017,1870,85,Month 3,-81,-29,845,Sunny,-113.8,-20.2
1787,11/8/2017,1869,84,Month 3,-81,-24,846,Sunny,-113.8,-11.2
1786,11/7/2017,1868,84,Month 3,-80,-24,848,Sunny,-112,-11.2
1784,11/6/2017,1867,83,Month 3,-78,-24,848,Sunny,-108.4,-11.2
1785,11/5/2017,1866,83,Month 3,-80,-28,850,Sunny,-112,-18.4
1783,11/4/2017,1865,82,Month 3,-80,-31,852,Sunny,-112,-23.8
1782,11/3/2017,1864,82,Month 3,-82,-22,852,Sunny,-115.6,-7.6
1781,11/2/2017,1863,81,Month 3,-80,-30,853,Sunny,-112,-22
1777,11/1/2017,1862,81,Month 3,-81,-30,854,Sunny,-113.8,-22
1780,10/31/2017,1861,81,Month 3,-79,-29,855,Sunny,-110.2,-20.2
1778,10/30/2017,1860,80,Month 3,-80,-31,857,Sunny,-112,-23.8
1779,10/29/2017,1859,80,Month 3,-79,-30,857,Sunny,-110.2,-22
1775,10/28/2017,1858,79,Month 3,-81,-28,857,Sunny,-113.8,-18.4
1776,10/27/2017,1857,79,Month 3,-80,-30,858,Sunny,-112,-22
1774,10/26/2017,1856,78,Month 3,-80,-28,859,Sunny,-112,-18.4
1773,10/25/2017,1855,78,Month 3,-78,-32,861,Sunny,-108.4,-25.6
1772,10/24/2017,1854,77,Month 3,-80,-26,861,Sunny,-112,-14.8
1771,10/23/2017,1853,77,Month 3,-80,-32,862,Sunny,-112,-25.6
1769,10/22/2017,1852,77,Month 3,-80,-31,863,Sunny,-112,-23.8
1767,10/20/2017,1851,76,Month 3,-87,-30,864,Sunny,-124.6,-22
1768,10/19/2017,1850,76,Month 3,-80,-30,864,Sunny,-112,-22
1770,10/18/2017,1849,75,Month 3,-80,-24,864,Sunny,-112,-11.2
1766,10/17/2017,1848,75,Month 3,-80,-28,865,Sunny,-112,-18.4
1764,10/16/2017,1847,74,Month 3,-80,-30,866,Sunny,-112,-22
1765,10/15/2017,1846,74,Month 3,-80,-30,868,Sunny,-112,-22
1763,10/14/2017,1845,73,Month 3,-80,-29,868,Sunny,-112,-20.2
1762,10/13/2017,1844,73,Month 3,-81,-28,869,Sunny,-113.8,-18.4
1760,10/12/2017,1843,72,Month 3,-80,-29,869,Sunny,-112,-20.2
1761,10/11/2017,1842,72,Month 3,-79,-27,869,Sunny,-110.2,-16.6
1759,10/10/2017,1841,72,Month 3,-77,-32,870,Sunny,-106.6,-25.6
1758,10/9/2017,1840,71,Month 3,-77,-29,871,Sunny,-106.6,-20.2
1757,10/8/2017,1839,71,Month 3,-80,-30,872,Sunny,-112,-22
1754,10/7/2017,1838,70,Month 3,-79,-27,872,Sunny,-110.2,-16.6
1756,10/6/2017,1837,70,Month 3,-81,-28,872,Sunny,-113.8,-18.4
1755,10/5/2017,1836,69,Month 3,-81,-29,873,Sunny,-113.8,-20.2
1753,10/4/2017,1835,69,Month 3,-80,-31,873,Sunny,-112,-23.8
1752,10/3/2017,1834,68,Month 3,-80,-25,875,Sunny,-112,-13
1751,10/2/2017,1833,68,Month 3,-81,-30,875,Sunny,-113.8,-22
1750,10/1/2017,1832,68,Month 3,-84,-30,875,Sunny,-119.2,-22
1747,9/30/2017,1831,67,Month 3,-80,-26,876,Sunny,-112,-14.8
1748,9/29/2017,1830,67,Month 3,-80,-23,877,Sunny,-112,-9.4
1749,9/28/2017,1829,66,Month 3,-78,-29,877,Sunny,-108.4,-20.2
1746,9/27/2017,1828,66,Month 3,-80,-27,878,Sunny,-112,-16.6
1745,9/26/2017,1827,65,Month 3,-80,-28,879,Sunny,-112,-18.4
1744,9/25/2017,1826,65,Month 3,-80,-26,878,Sunny,-112,-14.8
1741,9/24/2017,1825,64,Month 3,-80,-27,878,Sunny,-112,-16.6
1742,9/23/2017,1824,64,Month 3,-80,-28,879,Sunny,-112,-18.4
1743,9/22/2017,1823,64,Month 3,-80,-28,879,Sunny,-112,-18.4
1739,9/21/2017,1822,63,Month 3,-78,-27,881,Sunny,-108.4,-16.6
1740,9/20/2017,1821,63,Month 3,-81,-29,882,Sunny,-113.8,-20.2
1738,9/19/2017,1820,62,Month 3,-79,-29,881,Sunny,-110.2,-20.2
1737,9/18/2017,1819,62,Month 3,-82,-28,880,Sunny,-115.6,-18.4
1736,9/17/2017,1818,61,Month 3,-81,-25,881,Sunny,-113.8,-13
1735,9/16/2017,1817,61,Month 3,-80,-29,882,Sunny,-112,-20.2
1734,9/15/2017,1816,60,Month 3,-82,-30,882,Sunny,-115.6,-22
1733,9/13/2017,1815,60,Month 3,-81,-29,881,Sunny,-113.8,-20.2
1732,9/12/2017,1814,59,Month 2,-80,-26,881,Sunny,-112,-14.8
1731,9/11/2017,1813,59,Month 2,-80,-27,881,Sunny,-112,-16.6
1730,9/10/2017,1812,59,Month 2,-79,-23,882,Sunny,-110.2,-9.4
1727,9/9/2017,1811,58,Month 2,-79,-25,882,Sunny,-110.2,-13
1729,9/8/2017,1810,58,Month 2,-78,-25,883,Sunny,-108.4,-13
1728,9/7/2017,1809,57,Month 2,-80,-25,884,Sunny,-112,-13
1726,9/6/2017,1808,57,Month 2,-79,-26,884,Sunny,-110.2,-14.8
1725,9/5/2017,1807,56,Month 2,-78,-23,884,Sunny,-108.4,-9.4
1724,9/4/2017,1806,56,Month 2,-80,-25,884,Sunny,-112,-13
1721,9/3/2017,1805,55,Month 2,-78,-27,883,Sunny,-108.4,-16.6
1720,9/2/2017,1804,55,Month 2,-78,-29,883,Sunny,-108.4,-20.2
1723,9/1/2017,1803,55,Month 2,-78,-25,882,Sunny,-108.4,-13
1722,8/31/2017,1802,54,Month 2,-79,-26,882,Sunny,-110.2,-14.8
1719,8/30/2017,1801,54,Month 2,-80,-21,882,Sunny,-112,-5.8
1718,8/29/2017,1800,53,Month 2,-80,-24,883,Sunny,-112,-11.2
1717,8/28/2017,1799,53,Month 2,-78,-24,883,Sunny,-108.4,-11.2
1716,8/27/2017,1798,52,Month 2,-79,-25,883,Sunny,-110.2,-13
1713,8/26/2017,1797,52,Month 2,-79,-27,884,Sunny,-110.2,-16.6
1715,8/25/2017,1796,51,Month 2,-80,-23,883,Sunny,-112,-9.4
1714,8/24/2017,1795,51,Month 2,-81,-19,882,Sunny,-113.8,-2.2
1712,8/23/2017,1794,50,Month 2,-80,-25,883,Sunny,-112,-13
1711,8/22/2017,1793,50,Month 2,-80,-22,883,Sunny,-112,-7.6
1710,8/21/2017,1792,50,Month 2,-80,-27,883,Sunny,-112,-16.6
1709,8/20/2017,1791,49,Month 2,-79,-23,882,Sunny,-110.2,-9.4
1707,8/19/2017,1790,49,Month 2,-81,-22,882,Sunny,-113.8,-7.6
1708,8/18/2017,1789,48,Month 2,-79,-19,881,Sunny,-110.2,-2.2
1706,8/17/2017,1788,48,Month 2,-79,-21,881,Sunny,-110.2,-5.8
1705,8/16/2017,1787,47,Month 2,-79,-26,881,Sunny,-110.2,-14.8
1704,8/14/2017,1785,46,Month 2,-77,-20,881,Sunny,-106.6,-4
1702,8/13/2017,1784,46,Month 2,-80,-22,883,Sunny,-112,-7.6
1703,8/12/2017,1783,45,Month 2,-79,-23,879,Sunny,-110.2,-9.4
1701,8/11/2017,1782,45,Month 2,-78,-22,878,Sunny,-108.4,-7.6
1700,8/10/2017,1781,45,Month 2,-78,-22,879,Sunny,-108.4,-7.6
1699,8/9/2017,1780,44,Month 2,-77,-20,879,Sunny,-106.6,-4
1698,8/7/2017,1779,44,Month 2,-78,-23,878,Sunny,-108.4,-9.4
1697,8/6/2017,1778,43,Month 2,-81,-23,877,Sunny,-113.8,-9.4
1695,8/5/2017,1777,43,Month 2,-79,-22,877,Sunny,-110.2,-7.6
1696,8/4/2017,1776,42,Month 2,-79,-24,877,Sunny,-110.2,-11.2
1694,8/3/2017,1775,42,Month 2,-80,-22,877,Sunny,-112,-7.6
1693,8/2/2017,1774,41,Month 2,-79,-18,877,Sunny,-110.2,-0.4
1685,8/1/2017,1773,41,Month 2,-78,-22,876,Sunny,-108.4,-7.6
1681,7/31/2017,1772,40,Month 2,-78,-20,876,Sunny,-108.4,-4
1692,7/30/2017,1771,40,Month 2,-79,-22,876,Sunny,-110.2,-7.6
1686,7/29/2017,1770,39,Month 2,-79,-19,875,Sunny,-110.2,-2.2
1689,7/28/2017,1769,39,Month 2,-76,-23,875,Sunny,-104.8,-9.4
1683,7/27/2017,1768,39,Month 2,-78,-22,875,Sunny,-108.4,-7.6
1691,7/26/2017,1767,38,Month 2,-77,-22,874,Sunny,-106.6,-7.6
1688,7/25/2017,1766,38,Month 2,-79,-17,873,Sunny,-110.2,1.4
1690,7/24/2017,1765,37,Month 2,-77,-20,873,Sunny,-106.6,-4
1682,7/23/2017,1764,37,Month 2,-79,-18,872,Sunny,-110.2,-0.4
1680,7/22/2017,1763,36,Month 2,-78,-20,873,Sunny,-108.4,-4
1687,7/21/2017,1762,36,Month 2,-77,-20,872,Sunny,-106.6,-4
1684,7/20/2017,1761,35,Month 2,-77,-20,872,Sunny,-106.6,-4
1679,7/19/2017,1760,35,Month 2,-78,-18,872,Sunny,-108.4,-0.4
1678,7/18/2017,1759,34,Month 2,-77,-20,871,Sunny,-106.6,-4
1677,7/17/2017,1758,34,Month 2,-78,-20,871,Sunny,-108.4,-4
1676,7/16/2017,1757,33,Month 2,-78,-21,871,Sunny,-108.4,-5.8
1675,7/15/2017,1756,33,Month 2,-78,-23,871,Sunny,-108.4,-9.4
1674,7/14/2017,1755,32,Month 2,-77,-22,870,Sunny,-106.6,-7.6
1673,7/13/2017,1754,32,Month 2,-78,-20,870,Sunny,-108.4,-4
1672,7/12/2017,1753,32,Month 2,-76,-16,868,Sunny,-104.8,3.2
1671,7/11/2017,1752,31,Month 2,-80,-16,867,Sunny,-112,3.2
1670,7/10/2017,1751,31,Month 2,-78,-23,867,Sunny,-108.4,-9.4
1669,7/9/2017,1750,30,Month 2,-77,-17,867,Sunny,-106.6,1.4
1667,7/8/2017,1749,30,Month 2,-76,-21,867,Sunny,-104.8,-5.8
1668,7/7/2017,1748,29,Month 1,-79,-19,867,Sunny,-110.2,-2.2
1666,7/6/2017,1747,29,Month 1,-79,-16,866,Sunny,-110.2,3.2
1665,7/5/2017,1746,28,Month 1,-76,-16,866,Sunny,-104.8,3.2
1664,7/4/2017,1745,28,Month 1,-78,-19,865,Sunny,-108.4,-2.2
1663,7/3/2017,1744,27,Month 1,-78,-22,863,Sunny,-108.4,-7.6
1660,7/2/2017,1743,27,Month 1,-78,-21,863,Sunny,-108.4,-5.8
1661,6/30/2017,1742,26,Month 1,-77,-12,865,Sunny,-106.6,10.4
1659,6/29/2017,1741,26,Month 1,-78,-18,863,Sunny,-108.4,-0.4
1662,6/28/2017,1740,25,Month 1,-78,-21,861,Sunny,-108.4,-5.8
1658,6/27/2017,1739,25,Month 1,-77,-22,861,Sunny,-106.6,-7.6
1657,6/26/2017,1738,24,Month 1,-78,-22,861,Sunny,-108.4,-7.6
1656,6/25/2017,1737,24,Month 1,-78,-19,861,Sunny,-108.4,-2.2
1654,6/24/2017,1736,23,Month 1,-77,-16,860,Sunny,-106.6,3.2
1653,6/23/2017,1735,23,Month 1,-78,-13,861,Sunny,-108.4,8.6
1655,6/22/2017,1734,23,Month 1,-78,-22,859,Sunny,-108.4,-7.6
1652,6/21/2017,1733,22,Month 1,-77,-21,859,Sunny,-106.6,-5.8
1651,6/20/2017,1732,22,Month 1,-78,-24,858,Sunny,-108.4,-11.2
1649,6/19/2017,1731,21,Month 1,-78,-24,857,Sunny,-108.4,-11.2
1650,6/18/2017,1730,21,Month 1,-77,-20,858,Sunny,-106.6,-4
1646,6/17/2017,1729,20,Month 1,-76,-19,858,Sunny,-104.8,-2.2
1648,6/16/2017,1728,20,Month 1,-76,-16,855,Sunny,-104.8,3.2
1647,6/15/2017,1727,19,Month 1,-75,-13,855,Sunny,-103,8.6
1645,6/14/2017,1726,19,Month 1,-76,-17,855,Sunny,-104.8,1.4
1644,6/13/2017,1725,18,Month 1,-79,-18,857,Sunny,-110.2,-0.4
1643,6/12/2017,1724,18,Month 1,-77,-21,856,Sunny,-106.6,-5.8
1642,6/11/2017,1723,17,Month 1,-76,-16,854,Sunny,-104.8,3.2
1640,6/10/2017,1722,17,Month 1,-77,-13,854,Sunny,-106.6,8.6
1641,6/9/2017,1721,16,Month 1,-76,-16,852,Sunny,-104.8,3.2
1638,6/8/2017,1720,16,Month 1,-76,-17,853,Sunny,-104.8,1.4
1639,6/7/2017,1719,15,Month 1,-77,-19,853,Sunny,-106.6,-2.2
1637,6/6/2017,1718,15,Month 1,-77,-16,852,Sunny,-106.6,3.2
1636,6/5/2017,1717,14,Month 1,-76,-12,851,Sunny,-104.8,10.4
1632,6/4/2017,1716,14,Month 1,-76,-10,850,Sunny,-104.8,14
1634,6/3/2017,1715,13,Month 1,-77,-10,851,Sunny,-106.6,14
1633,6/2/2017,1714,13,Month 1,-77,-13,849,Sunny,-106.6,8.6
1635,6/1/2017,1713,12,Month 1,-75,-10,850,Sunny,-103,14
1630,5/31/2017,1712,12,Month 1,-77,-11,849,Sunny,-106.6,12.2
1631,5/30/2017,1711,11,Month 1,-75,-13,848,Sunny,-103,8.6
1629,5/29/2017,1710,11,Month 1,-76,-12,848,Sunny,-104.8,10.4
1628,5/28/2017,1709,10,Month 1,-76,-14,847,Sunny,-104.8,6.8
1626,5/27/2017,1708,10,Month 1,-76,-13,846,Sunny,-104.8,8.6
1627,5/26/2017,1707,9,Month 1,-77,-12,846,Sunny,-106.6,10.4
1624,5/24/2017,1706,9,Month 1,-77,-17,845,Sunny,-106.6,1.4
1623,5/23/2017,1705,8,Month 1,-76,-11,845,Sunny,-104.8,12.2
1625,5/22/2017,1704,8,Month 1,-77,-14,844,Sunny,-106.6,6.8
1622,5/21/2017,1703,7,Month 1,-76,-12,843,Sunny,-104.8,10.4
1621,5/20/2017,1702,7,Month 1,-75,-12,842,Sunny,-103,10.4
1620,5/19/2017,1701,6,Month 1,-76,-12,841,Sunny,-104.8,10.4
1619,5/18/2017,1700,6,Month 1,-76,-14,842,Sunny,-104.8,6.8
1617,5/17/2017,1699,5,Month 1,-76,-12,843,Sunny,-104.8,10.4
1618,5/16/2017,1698,5,Month 1,-77,-12,842,Sunny,-106.6,10.4
1616,5/15/2017,1697,4,Month 1,-77,-15,841,Sunny,-106.6,5
1615,5/14/2017,1696,4,Month 1,-75,-17,841,Sunny,-103,1.4
1611,5/13/2017,1695,3,Month 1,-77,-13,840,Sunny,-106.6,8.6
1613,5/12/2017,1694,3,Month 1,-76,-12,840,Sunny,-104.8,10.4
1612,5/11/2017,1693,2,Month 1,-76,-12,840,Sunny,-104.8,10.4
1614,5/10/2017,1692,2,Month 1,-62,-11,820,Sunny,-79.6,12.2
1609,5/8/2017,1690,1,Month 1,-76,-14,840,Sunny,-104.8,6.8
1610,5/7/2017,1689,0,Month 1,-75,-10,840,Sunny,-103,14
1606,5/6/2017,1688,0,Month 1,-76,-13,840,Sunny,-104.8,8.6
1608,5/5/2017,1687,359,Month 12,-75,-11,838,Sunny,-103,12.2
1607,5/4/2017,1686,359,Month 12,-75,-13,838,Sunny,-103,8.6
1605,5/3/2017,1685,358,Month 12,-77,-14,838,Sunny,-106.6,6.8
1604,5/2/2017,1684,358,Month 12,-75,-14,837,Sunny,-103,6.8
1600,5/1/2017,1683,357,Month 12,-75,-15,837,Sunny,-103,5
1603,4/30/2017,1682,357,Month 12,-76,-13,839,Sunny,-104.8,8.6
1602,4/29/2017,1681,356,Month 12,-74,-12,837,Sunny,-101.2,10.4
1601,4/28/2017,1680,356,Month 12,-74,-11,835,Sunny,-101.2,12.2
1599,4/27/2017,1679,355,Month 12,-75,-12,836,Sunny,-103,10.4
1598,4/26/2017,1678,355,Month 12,-74,-11,836,Sunny,-101.2,12.2
1597,4/25/2017,1677,354,Month 12,-74,-8,835,Sunny,-101.2,17.6
1596,4/24/2017,1676,354,Month 12,-76,-11,837,Sunny,-104.8,12.2
1595,4/23/2017,1675,353,Month 12,-75,-6,835,Sunny,-103,21.2
1593,4/22/2017,1674,352,Month 12,-75,-6,835,Sunny,-103,21.2
1594,4/21/2017,1673,352,Month 12,-75,-6,836,Sunny,-103,21.2
1592,4/20/2017,1672,351,Month 12,-74,-5,833,Sunny,-101.2,23
1591,4/19/2017,1671,351,Month 12,-76,-7,832,Sunny,-104.8,19.4
1590,4/18/2017,1670,350,Month 12,-76,-12,834,Sunny,-104.8,10.4
1589,4/16/2017,1669,350,Month 12,-74,-12,833,Sunny,-101.2,10.4
1587,4/15/2017,1668,349,Month 12,-77,-4,831,Sunny,-106.6,24.8
1588,4/14/2017,1667,349,Month 12,-76,-9,833,Sunny,-104.8,15.8
1582,4/13/2017,1666,348,Month 12,-76,-8,834,Sunny,-104.8,17.6
1585,4/12/2017,1665,348,Month 12,-76,-7,833,Sunny,-104.8,19.4
1586,4/11/2017,1664,347,Month 12,-74,-8,832,Sunny,-101.2,17.6
1584,4/10/2017,1663,347,Month 12,-74,-6,832,Sunny,-101.2,21.2
1583,4/9/2017,1662,346,Month 12,-75,-3,831,Sunny,-103,26.6
1580,4/8/2017,1661,346,Month 12,-75,-5,831,Sunny,-103,23
1581,4/7/2017,1660,345,Month 12,-74,-5,832,Sunny,-101.2,23
1579,4/6/2017,1659,345,Month 12,-77,-7,832,Sunny,-106.6,19.4
1577,4/5/2017,1658,344,Month 12,-77,-8,835,Sunny,-106.6,17.6
1578,4/4/2017,1657,343,Month 12,-75,-9,836,Sunny,-103,15.8
1576,4/3/2017,1656,343,Month 12,-75,-3,832,Sunny,-103,26.6
1574,4/2/2017,1655,342,Month 12,-76,-14,831,Sunny,-104.8,6.8
1575,4/1/2017,1654,342,Month 12,-75,-17,829,Sunny,-103,1.4
1573,3/31/2017,1653,341,Month 12,-75,-15,833,Sunny,-103,5
1572,3/30/2017,1652,341,Month 12,-76,-15,834,Sunny,-104.8,5
1571,3/29/2017,1651,340,Month 12,-77,-8,833,Sunny,-106.6,17.6
1570,3/28/2017,1650,340,Month 12,-75,-8,833,Sunny,-103,17.6
1569,3/27/2017,1649,339,Month 12,-74,-8,830,Sunny,-101.2,17.6
1568,3/26/2017,1648,339,Month 12,-73,-14,830,Sunny,-99.4,6.8
1566,3/25/2017,1647,338,Month 12,-73,-3,831,Sunny,-99.4,26.6
1565,3/24/2017,1646,337,Month 12,-74,-8,831,Sunny,-101.2,17.6
1567,3/23/2017,1645,337,Month 12,-74,-3,832,Sunny,-101.2,26.6
1562,3/22/2017,1644,336,Month 12,-74,-10,832,Sunny,-101.2,14
1563,3/21/2017,1643,336,Month 12,-74,-11,832,Sunny,-101.2,12.2
1564,3/20/2017,1642,335,Month 12,-72,-13,829,Sunny,-97.6,8.6
1560,3/19/2017,1641,335,Month 12,-72,-6,831,Sunny,-97.6,21.2
1561,3/18/2017,1640,334,Month 12,-72,-8,832,Sunny,-97.6,17.6
1558,3/17/2017,1639,334,Month 12,-71,-6,832,Sunny,-95.8,21.2
1559,3/16/2017,1638,333,Month 12,-73,-9,833,Sunny,-99.4,15.8
1557,3/15/2017,1637,332,Month 12,-73,-10,833,Sunny,-99.4,14
1556,3/14/2017,1636,332,Month 12,-72,-14,834,Sunny,-97.6,6.8
1555,3/13/2017,1635,331,Month 12,-73,-7,833,Sunny,-99.4,19.4
1553,3/12/2017,1634,331,Month 12,-72,-5,834,Sunny,-97.6,23
1554,3/10/2017,1633,330,Month 12,-75,-4,834,Sunny,-103,24.8
1552,3/9/2017,1632,330,Month 12,-72,-4,836,Sunny,-97.6,24.8
1550,3/8/2017,1631,329,Month 11,-77,-6,837,Sunny,-106.6,21.2
1551,3/7/2017,1630,328,Month 11,-77,-6,838,Sunny,-106.6,21.2
1548,3/6/2017,1629,328,Month 11,-74,-8,837,Sunny,-101.2,17.6
1549,3/5/2017,1628,327,Month 11,-71,-8,839,Sunny,-95.8,17.6
1547,3/4/2017,1627,327,Month 11,-72,-9,838,Sunny,-97.6,15.8
1545,3/3/2017,1626,326,Month 11,-71,-11,839,Sunny,-95.8,12.2
1546,3/2/2017,1625,326,Month 11,-71,-8,839,Sunny,-95.8,17.6
1543,3/1/2017,1624,325,Month 11,-72,-8,837,Sunny,-97.6,17.6
1544,2/28/2017,1623,324,Month 11,-71,-10,840,Sunny,-95.8,14
1542,2/27/2017,1622,324,Month 11,-71,-9,841,Sunny,-95.8,15.8
1541,2/26/2017,1621,323,Month 11,-73,-13,842,Sunny,-99.4,8.6
1539,2/25/2017,1620,323,Month 11,-70,-9,844,Sunny,-94,15.8
