id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,atmo_opacity,min_temp_F,max_temp_F
1538,2/24/2017,1619,322,Month 11,-73,-8,841,Sunny,-99.4,17.6
1540,2/23/2017,1618,322,Month 11,-71,-7,845,Sunny,-95.8,19.4
1537,2/22/2017,1617,321,Month 11,-72,-8,840,Sunny,-97.6,17.6
1535,2/21/2017,1616,320,Month 11,-73,-8,848,Sunny,-99.4,17.6
1536,2/20/2017,1615,320,Month 11,-73,-5,842,Sunny,-99.4,23
1533,2/19/2017,1614,319,Month 11,-73,-8,837,Sunny,-99.4,17.6
1534,2/18/2017,1613,319,Month 11,-72,-2,846,Sunny,-97.6,28.4
1532,2/17/2017,1612,318,Month 11,,,,Sunny,32,32
1531,2/16/2017,1611,318,Month 11,,,,Sunny,32,32
1530,2/15/2017,1610,317,Month 11,,,,Sunny,32,32
1529,2/14/2017,1609,316,Month 11,-71,-7,847,Sunny,-95.8,19.4
1527,2/13/2017,1608,316,Month 11,-72,-8,847,Sunny,-97.6,17.6
1528,2/12/2017,1607,315,Month 11,-77,-12,846,Sunny,-106.6,10.4
1525,2/11/2017,1606,315,Month 11,-75,-10,850,Sunny,-103,14
1526,2/10/2017,1605,314,Month 11,-73,-13,846,Sunny,-99.4,8.6
1524,2/9/2017,1604,313,Month 11,-77,-11,850,Sunny,-106.6,12.2
1523,2/8/2017,1603,313,Month 11,-76,-5,847,Sunny,-104.8,23
1521,2/7/2017,1602,312,Month 11,-77,-5,852,Sunny,-106.6,23
1522,2/6/2017,1601,312,Month 11,-71,-2,853,Sunny,-95.8,28.4
1520,2/5/2017,1600,311,Month 11,-71,-7,850,Sunny,-95.8,19.4
1518,2/4/2017,1599,310,Month 11,-72,-7,853,Sunny,-97.6,19.4
1519,2/3/2017,1598,310,Month 11,-70,-4,849,Sunny,-94,24.8
1517,2/1/2017,1597,309,Month 11,-73,-8,855,Sunny,-99.4,17.6
1516,1/31/2017,1596,309,Month 11,-74,-6,850,Sunny,-101.2,21.2
1515,1/30/2017,1595,308,Month 11,-71,-7,855,Sunny,-95.8,19.4
1514,1/29/2017,1594,307,Month 11,-74,-6,855,Sunny,-101.2,21.2
1513,1/28/2017,1593,307,Month 11,-72,-1,852,Sunny,-97.6,30.2
1511,1/27/2017,1592,306,Month 11,-71,0,857,Sunny,-95.8,32
1512,1/26/2017,1591,306,Month 11,-73,-1,852,Sunny,-99.4,30.2
1509,1/25/2017,1590,305,Month 11,-76,-1,860,Sunny,-104.8,30.2
1510,1/24/2017,1589,304,Month 11,-72,-2,857,Sunny,-97.6,28.4
1507,1/23/2017,1588,304,Month 11,-72,0,858,Sunny,-97.6,32
1508,1/22/2017,1587,303,Month 11,-73,-1,860,Sunny,-99.4,30.2
1504,1/21/2017,1586,303,Month 11,-72,-1,858,Sunny,-97.6,30.2
1506,1/20/2017,1585,302,Month 11,-76,-2,864,Sunny,-104.8,28.4
1505,1/19/2017,1584,301,Month 11,-77,-2,860,Sunny,-106.6,28.4
1502,1/18/2017,1583,301,Month 11,-75,-4,862,Sunny,-103,24.8
1503,1/17/2017,1582,300,Month 11,-74,-1,862,Sunny,-101.2,30.2
1501,1/16/2017,1581,299,Month 10,-72,-1,862,Sunny,-97.6,30.2
1497,1/15/2017,1580,299,Month 10,-72,-2,867,Sunny,-97.6,28.4
1500,1/14/2017,1579,298,Month 10,-73,-3,862,Sunny,-99.4,26.6
1499,1/13/2017,1578,298,Month 10,-74,-5,868,Sunny,-101.2,23
1498,1/12/2017,1577,297,Month 10,-72,-3,866,Sunny,-97.6,26.6
1496,1/11/2017,1576,296,Month 10,-72,-1,869,Sunny,-97.6,30.2
1494,1/10/2017,1575,296,Month 10,-73,0,871,Sunny,-99.4,32
1495,1/9/2017,1574,295,Month 10,-72,4,868,Sunny,-97.6,39.2
1493,1/8/2017,1573,295,Month 10,-74,-2,872,Sunny,-101.2,28.4
1489,1/7/2017,1572,294,Month 10,-81,-6,869,Sunny,-113.8,21.2
1490,1/6/2017,1571,293,Month 10,-70,-3,873,Sunny,-94,26.6
1491,1/5/2017,1570,293,Month 10,-71,-6,873,Sunny,-95.8,21.2
1492,1/4/2017,1569,292,Month 10,-70,-4,873,Sunny,-94,24.8
1488,1/3/2017,1568,291,Month 10,-71,-5,876,Sunny,-95.8,23
1486,1/2/2017,1567,291,Month 10,-70,-5,872,Sunny,-94,23
1487,1/1/2017,1566,290,Month 10,-76,-6,876,Sunny,-104.8,21.2
1480,12/31/2016,1565,290,Month 10,-72,-6,874,Sunny,-97.6,21.2
1481,12/30/2016,1564,289,Month 10,-70,-7,877,Sunny,-94,19.4
1483,12/29/2016,1563,288,Month 10,-75,-6,879,Sunny,-103,21.2
1479,12/28/2016,1562,288,Month 10,-73,-5,877,Sunny,-99.4,23
1485,12/27/2016,1561,287,Month 10,-77,-8,877,Sunny,-106.6,17.6
1482,12/25/2016,1560,286,Month 10,-76,-10,877,Sunny,-104.8,14
1484,12/24/2016,1559,286,Month 10,-76,-7,879,Sunny,-104.8,19.4
1476,12/23/2016,1558,285,Month 10,-72,-6,880,Sunny,-97.6,21.2
1475,12/22/2016,1557,284,Month 10,-70,-6,883,Sunny,-94,21.2
1478,12/21/2016,1556,284,Month 10,-72,-5,883,Sunny,-97.6,23
1477,12/20/2016,1555,283,Month 10,-71,-6,883,Sunny,-95.8,21.2
1473,12/19/2016,1554,283,Month 10,-70,-7,882,Sunny,-94,19.4
1474,12/18/2016,1553,282,Month 10,-77,-9,884,Sunny,-106.6,15.8
1470,12/17/2016,1552,281,Month 10,-74,-6,886,Sunny,-101.2,21.2
1471,12/16/2016,1551,281,Month 10,-71,0,886,Sunny,-95.8,32
1472,12/15/2016,1550,280,Month 10,-71,-1,888,Sunny,-95.8,30.2
1469,12/14/2016,1549,279,Month 10,-76,-2,887,Sunny,-104.8,28.4
1468,12/13/2016,1548,279,Month 10,-76,-8,887,Sunny,-104.8,17.6
1466,12/12/2016,1547,278,Month 10,-75,-8,887,Sunny,-103,17.6
1467,12/11/2016,1546,277,Month 10,-73,-7,889,Sunny,-99.4,19.4
1465,12/10/2016,1545,277,Month 10,-73,3,891,Sunny,-99.4,37.4
1463,12/9/2016,1544,276,Month 10,-71,1,894,Sunny,-95.8,33.8
1464,12/8/2016,1543,276,Month 10,-74,-7,896,Sunny,-101.2,19.4
1462,12/7/2016,1542,275,Month 10,-73,-9,895,Sunny,-99.4,15.8
1461,12/6/2016,1541,274,Month 10,-76,-8,895,Sunny,-104.8,17.6
1460,12/5/2016,1540,274,Month 10,-72,-3,896,Sunny,-97.6,26.6
1459,12/4/2016,1539,273,Month 10,-74,-1,896,Sunny,-101.2,30.2
1457,12/3/2016,1538,272,Month 10,-73,-3,898,Sunny,-99.4,26.6
1458,12/2/2016,1537,272,Month 10,-74,-7,900,Sunny,-101.2,19.4
1456,12/1/2016,1536,271,Month 10,-71,-4,901,Sunny,-95.8,24.8
1455,11/30/2016,1535,270,Month 10,-73,-1,900,Sunny,-99.4,30.2
1454,11/29/2016,1534,270,Month 10,-73,-2,898,Sunny,-99.4,28.4
1453,11/28/2016,1533,269,Month 9,-72,-4,896,Sunny,-97.6,24.8
1448,11/27/2016,1532,268,Month 9,-72,-3,900,Sunny,-97.6,26.6
1447,11/26/2016,1531,268,Month 9,-76,-10,900,Sunny,-104.8,14
1452,11/25/2016,1530,267,Month 9,-71,-4,899,Sunny,-95.8,24.8
1451,11/24/2016,1529,267,Month 9,-73,3,900,Sunny,-99.4,37.4
1450,11/23/2016,1528,266,Month 9,-72,-4,898,Sunny,-97.6,24.8
1449,11/22/2016,1527,265,Month 9,-71,-6,900,Sunny,-95.8,21.2
1446,11/21/2016,1526,265,Month 9,-72,-2,900,Sunny,-97.6,28.4
1445,11/20/2016,1525,264,Month 9,-74,-2,902,Sunny,-101.2,28.4
1444,11/18/2016,1524,263,Month 9,-76,-4,904,Sunny,-104.8,24.8
1443,11/17/2016,1523,263,Month 9,-77,-10,905,Sunny,-106.6,14
1442,11/16/2016,1522,262,Month 9,-71,-2,905,Sunny,-95.8,28.4
1441,11/15/2016,1521,261,Month 9,-71,-1,905,Sunny,-95.8,30.2
1439,11/14/2016,1520,261,Month 9,-73,-2,905,Sunny,-99.4,28.4
1440,11/13/2016,1519,260,Month 9,-72,5,906,Sunny,-97.6,41
1438,11/12/2016,1518,259,Month 9,-78,-8,909,Sunny,-108.4,17.6
1437,11/11/2016,1517,259,Month 9,-76,2,911,Sunny,-104.8,35.6
1436,11/10/2016,1516,258,Month 9,-71,4,909,Sunny,-95.8,39.2
1435,11/9/2016,1515,257,Month 9,-76,3,906,Sunny,-104.8,37.4
1434,11/8/2016,1514,257,Month 9,-73,0,906,Sunny,-99.4,32
1433,11/7/2016,1513,256,Month 9,-74,-1,907,Sunny,-101.2,30.2
1432,11/6/2016,1512,255,Month 9,-78,0,906,Sunny,-108.4,32
1429,11/5/2016,1511,255,Month 9,-77,0,908,Sunny,-106.6,32
1431,11/4/2016,1510,254,Month 9,-70,2,908,Sunny,-94,35.6
1430,11/3/2016,1509,254,Month 9,-70,3,910,Sunny,-94,37.4
1428,11/2/2016,1508,253,Month 9,-70,-2,907,Sunny,-94,28.4
1427,11/1/2016,1507,252,Month 9,-70,-3,907,Sunny,-94,26.6
1426,10/31/2016,1506,252,Month 9,-71,-1,907,Sunny,-95.8,30.2
1425,10/30/2016,1505,251,Month 9,-69,2,906,Sunny,-92.2,35.6
1423,10/29/2016,1504,250,Month 9,-69,-1,910,Sunny,-92.2,30.2
1424,10/28/2016,1503,250,Month 9,-70,3,909,Sunny,-94,37.4
1422,10/27/2016,1502,249,Month 9,-69,0,907,Sunny,-92.2,32
1421,10/26/2016,1501,248,Month 9,-69,3,903,Sunny,-92.2,37.4
1420,10/25/2016,1500,248,Month 9,-70,-4,903,Sunny,-94,24.8
1419,10/24/2016,1499,247,Month 9,-69,-2,903,Sunny,-92.2,28.4
1418,10/23/2016,1498,246,Month 9,-68,-9,907,Sunny,-90.4,15.8
1417,10/22/2016,1497,246,Month 9,-68,-5,909,Sunny,-90.4,23
1415,10/21/2016,1496,245,Month 9,-72,-8,906,Sunny,-97.6,17.6
1416,10/20/2016,1495,244,Month 9,-71,-7,903,Sunny,-95.8,19.4
1414,10/19/2016,1494,244,Month 9,-70,-8,904,Sunny,-94,17.6
1413,10/18/2016,1493,243,Month 9,-70,-11,905,Sunny,-94,12.2
1412,10/17/2016,1492,242,Month 9,-68,-10,910,Sunny,-90.4,14
1409,10/16/2016,1491,242,Month 9,-69,-8,906,Sunny,-92.2,17.6
1411,10/15/2016,1490,241,Month 9,-66,-10,904,Sunny,-86.8,14
1410,10/14/2016,1489,240,Month 9,-68,-8,903,Sunny,-90.4,17.6
1408,10/12/2016,1488,240,Month 9,-69,-6,902,Sunny,-92.2,21.2
1407,10/11/2016,1487,239,Month 8,-68,-5,901,Sunny,-90.4,23
1406,10/10/2016,1486,239,Month 8,-71,-1,901,Sunny,-95.8,30.2
1405,10/9/2016,1485,238,Month 8,-71,3,899,Sunny,-95.8,37.4
1404,10/8/2016,1484,237,Month 8,-68,4,895,Sunny,-90.4,39.2
1402,10/7/2016,1483,237,Month 8,-68,1,892,Sunny,-90.4,33.8
1403,10/6/2016,1482,236,Month 8,-68,2,893,Sunny,-90.4,35.6
1401,10/5/2016,1481,235,Month 8,-70,1,893,Sunny,-94,33.8
1400,10/4/2016,1480,235,Month 8,-68,1,893,Sunny,-90.4,33.8
1398,10/3/2016,1479,234,Month 8,-66,3,890,Sunny,-86.8,37.4
1399,10/2/2016,1478,233,Month 8,-68,1,887,Sunny,-90.4,33.8
1397,10/1/2016,1477,233,Month 8,-72,0,888,Sunny,-97.6,32
1395,9/30/2016,1476,232,Month 8,-69,2,888,Sunny,-92.2,35.6
1396,9/29/2016,1475,231,Month 8,-72,2,890,Sunny,-97.6,35.6
1394,9/28/2016,1474,231,Month 8,-68,2,889,Sunny,-90.4,35.6
1393,9/27/2016,1473,230,Month 8,-67,4,881,Sunny,-88.6,39.2
1390,9/26/2016,1472,229,Month 8,-68,5,879,Sunny,-90.4,41
1392,9/25/2016,1471,229,Month 8,-71,4,880,Sunny,-95.8,39.2
1391,9/24/2016,1470,228,Month 8,-70,1,879,Sunny,-94,33.8
1389,9/23/2016,1469,228,Month 8,-72,1,881,Sunny,-97.6,33.8
1388,9/22/2016,1468,227,Month 8,-70,5,879,Sunny,-94,41
1387,9/21/2016,1467,226,Month 8,-69,-4,877,Sunny,-92.2,24.8
1386,9/20/2016,1466,226,Month 8,-67,-6,873,Sunny,-88.6,21.2
1385,9/19/2016,1465,225,Month 8,-68,-3,870,Sunny,-90.4,26.6
1384,9/18/2016,1464,224,Month 8,-71,-6,871,Sunny,-95.8,21.2
1383,9/17/2016,1463,224,Month 8,-68,-1,871,Sunny,-90.4,30.2
1381,9/16/2016,1462,223,Month 8,-68,-5,871,Sunny,-90.4,23
1382,9/15/2016,1461,222,Month 8,-69,-7,870,Sunny,-92.2,19.4
1380,9/14/2016,1460,222,Month 8,-70,-4,865,Sunny,-94,24.8
1379,9/13/2016,1459,221,Month 8,-71,-2,861,Sunny,-95.8,28.4
1378,9/12/2016,1458,220,Month 8,-69,-1,859,Sunny,-92.2,30.2
1375,9/11/2016,1457,220,Month 8,-69,-5,860,Sunny,-92.2,23
1376,9/10/2016,1456,219,Month 8,-69,-1,859,Sunny,-92.2,30.2
1377,9/9/2016,1455,219,Month 8,-70,-4,858,Sunny,-94,24.8
1374,9/8/2016,1454,218,Month 8,-69,3,854,Sunny,-92.2,37.4
1372,9/7/2016,1453,217,Month 8,-73,5,850,Sunny,-99.4,41
1373,9/6/2016,1452,217,Month 8,-74,5,845,Sunny,-101.2,41
1371,9/4/2016,1451,216,Month 8,-71,5,842,Sunny,-95.8,41
1370,9/3/2016,1450,215,Month 8,-69,5,842,Sunny,-92.2,41
1368,9/2/2016,1449,215,Month 8,-71,5,841,Sunny,-95.8,41
1369,9/1/2016,1448,214,Month 8,-69,5,841,Sunny,-92.2,41
1367,8/31/2016,1447,214,Month 8,-74,4,841,Sunny,-101.2,39.2
1366,8/30/2016,1446,213,Month 8,-70,6,841,Sunny,-94,42.8
1365,8/29/2016,1445,212,Month 8,-69,1,836,Sunny,-92.2,33.8
1364,8/28/2016,1444,212,Month 8,-69,8,833,Sunny,-92.2,46.4
1363,8/27/2016,1443,211,Month 8,-69,7,831,Sunny,-92.2,44.6
1362,8/26/2016,1442,210,Month 8,-68,0,829,Sunny,-90.4,32
1361,8/25/2016,1441,210,Month 8,-74,10,828,Sunny,-101.2,50
1359,8/24/2016,1440,209,Month 7,-70,4,828,Sunny,-94,39.2
1360,8/23/2016,1439,208,Month 7,-71,5,828,Sunny,-95.8,41
1358,8/22/2016,1438,208,Month 7,-68,11,823,Sunny,-90.4,51.8
1357,8/21/2016,1437,207,Month 7,-71,7,821,Sunny,-95.8,44.6
1354,8/20/2016,1436,207,Month 7,-72,4,825,Sunny,-97.6,39.2
1355,8/19/2016,1435,206,Month 7,-71,4,823,Sunny,-95.8,39.2
1356,8/18/2016,1434,205,Month 7,-70,0,818,Sunny,-94,32
1353,8/17/2016,1433,205,Month 7,-70,6,818,Sunny,-94,42.8
1352,8/16/2016,1432,204,Month 7,-71,7,813,Sunny,-95.8,44.6
1350,8/15/2016,1431,204,Month 7,-69,7,811,Sunny,-92.2,44.6
1351,8/14/2016,1430,203,Month 7,-69,5,810,Sunny,-92.2,41
1349,8/13/2016,1429,202,Month 7,-70,4,810,Sunny,-94,39.2
1348,8/12/2016,1428,202,Month 7,-72,4,808,Sunny,-97.6,39.2
1347,8/11/2016,1427,201,Month 7,-72,8,807,Sunny,-97.6,46.4
1346,8/10/2016,1426,200,Month 7,-71,-6,803,Sunny,-95.8,21.2
1345,8/9/2016,1425,200,Month 7,-72,-8,804,Sunny,-97.6,17.6
1344,8/8/2016,1424,199,Month 7,-72,-8,803,Sunny,-97.6,17.6
1341,8/7/2016,1423,199,Month 7,-71,-9,800,Sunny,-95.8,15.8
1342,8/6/2016,1422,198,Month 7,-72,-9,798,Sunny,-97.6,15.8
1343,8/5/2016,1421,197,Month 7,-72,-9,797,Sunny,-97.6,15.8
1340,8/4/2016,1420,197,Month 7,-71,-8,793,Sunny,-95.8,17.6
1339,8/3/2016,1419,196,Month 7,-73,-7,793,Sunny,-99.4,19.4
1338,8/2/2016,1418,196,Month 7,-73,-9,793,Sunny,-99.4,15.8
1337,8/1/2016,1417,195,Month 7,-70,-8,791,Sunny,-94,17.6
1335,7/31/2016,1416,194,Month 7,-72,5,791,Sunny,-97.6,41
1334,7/29/2016,1415,194,Month 7,-72,8,787,Sunny,-97.6,46.4
1336,7/28/2016,1414,193,Month 7,-73,7,785,Sunny,-99.4,44.6
1332,7/27/2016,1413,193,Month 7,-72,5,784,Sunny,-97.6,41
1333,7/26/2016,1412,192,Month 7,-78,4,784,Sunny,-108.4,39.2
1331,7/25/2016,1411,191,Month 7,-72,6,782,Sunny,-97.6,42.8
1330,7/24/2016,1410,191,Month 7,-72,7,782,Sunny,-97.6,44.6
1326,7/23/2016,1409,190,Month 7,-74,-9,781,Sunny,-101.2,15.8
1327,7/22/2016,1408,190,Month 7,-75,-10,779,Sunny,-103,14
1329,7/21/2016,1407,189,Month 7,-74,-9,779,Sunny,-101.2,15.8
1328,7/20/2016,1406,188,Month 7,-76,-9,775,Sunny,-104.8,15.8
1325,7/19/2016,1405,188,Month 7,-75,-2,775,Sunny,-103,28.4
1324,7/18/2016,1404,187,Month 7,-75,-10,774,Sunny,-103,14
1323,7/17/2016,1403,187,Month 7,-75,-9,771,Sunny,-103,15.8
1320,7/16/2016,1402,186,Month 7,-75,-11,771,Sunny,-103,12.2
1321,7/15/2016,1401,185,Month 7,-73,-4,770,Sunny,-99.4,24.8
1322,7/14/2016,1400,185,Month 7,-73,3,770,Sunny,-99.4,37.4
1319,7/13/2016,1399,184,Month 7,-73,1,770,Sunny,-99.4,33.8
1318,7/12/2016,1398,184,Month 7,-66,3,751,Sunny,-86.8,37.4
1317,7/2/2016,1388,178,Month 6,-73,4,756,Sunny,-99.4,39.2
1316,7/1/2016,1387,177,Month 6,-74,2,755,Sunny,-101.2,35.6
1315,6/30/2016,1386,177,Month 6,-74,-1,755,Sunny,-101.2,30.2
1314,6/29/2016,1385,176,Month 6,-75,-3,755,Sunny,-103,26.6
1313,6/28/2016,1384,176,Month 6,-74,2,753,Sunny,-101.2,35.6
1312,6/27/2016,1383,175,Month 6,-73,3,752,Sunny,-99.4,37.4
1310,6/26/2016,1382,174,Month 6,-76,-4,752,Sunny,-104.8,24.8
1309,6/25/2016,1381,174,Month 6,-73,-8,751,Sunny,-99.4,17.6
1311,6/24/2016,1380,173,Month 6,-74,-7,751,Sunny,-101.2,19.4
1307,6/23/2016,1379,173,Month 6,-77,-7,751,Sunny,-106.6,19.4
1308,6/21/2016,1378,172,Month 6,-76,1,751,Sunny,-104.8,33.8
1306,6/20/2016,1377,172,Month 6,-76,1,749,Sunny,-104.8,33.8
1305,6/19/2016,1376,171,Month 6,-75,0,749,Sunny,-103,32
1304,6/18/2016,1375,170,Month 6,-73,-2,749,Sunny,-99.4,28.4
1302,6/17/2016,1374,170,Month 6,-75,-5,748,Sunny,-103,23
1303,6/16/2016,1373,169,Month 6,-74,-3,746,Sunny,-101.2,26.6
1300,6/15/2016,1372,169,Month 6,-74,-4,745,Sunny,-101.2,24.8
1301,6/14/2016,1371,168,Month 6,-75,-2,746,Sunny,-103,28.4
1298,6/13/2016,1370,168,Month 6,-74,-1,744,Sunny,-101.2,30.2
1299,6/12/2016,1369,167,Month 6,-73,1,742,Sunny,-99.4,33.8
1297,6/11/2016,1368,167,Month 6,-74,-16,743,Sunny,-101.2,3.2
1296,6/10/2016,1367,166,Month 6,-74,-14,743,Sunny,-101.2,6.8
1295,6/9/2016,1366,165,Month 6,-75,-15,740,Sunny,-103,5
1294,6/8/2016,1365,165,Month 6,-74,-15,739,Sunny,-101.2,5
1293,6/7/2016,1364,164,Month 6,-74,-16,740,Sunny,-101.2,3.2
1292,6/6/2016,1363,164,Month 6,-75,-14,740,Sunny,-103,6.8
1291,6/5/2016,1362,163,Month 6,-74,-17,739,Sunny,-101.2,1.4
1290,6/4/2016,1361,163,Month 6,-75,-16,739,Sunny,-103,3.2
1289,6/3/2016,1360,162,Month 6,-76,-16,739,Sunny,-104.8,3.2
1288,6/2/2016,1359,162,Month 6,-76,-13,739,Sunny,-104.8,8.6
1287,6/1/2016,1358,161,Month 6,-74,-16,738,Sunny,-101.2,3.2
1285,5/31/2016,1357,160,Month 6,-72,-16,738,Sunny,-97.6,3.2
1286,5/30/2016,1356,160,Month 6,-74,-5,739,Sunny,-101.2,23
1284,5/29/2016,1355,159,Month 6,-75,-11,740,Sunny,-103,12.2
1282,5/28/2016,1354,159,Month 6,-75,-5,739,Sunny,-103,23
1281,5/27/2016,1353,158,Month 6,-76,-6,737,Sunny,-104.8,21.2
1283,5/26/2016,1352,158,Month 6,-73,-6,736,Sunny,-99.4,21.2
1280,5/25/2016,1351,157,Month 6,-72,-12,739,Sunny,-97.6,10.4
1279,5/24/2016,1350,157,Month 6,-73,-9,738,Sunny,-99.4,15.8
1278,5/23/2016,1349,156,Month 6,-73,-9,737,Sunny,-99.4,15.8
1275,5/22/2016,1348,156,Month 6,-76,-15,735,Sunny,-104.8,5
1277,5/21/2016,1347,155,Month 6,-75,-16,736,Sunny,-103,3.2
1274,5/20/2016,1346,155,Month 6,-75,-16,737,Sunny,-103,3.2
1276,5/19/2016,1345,154,Month 6,-75,-19,735,Sunny,-103,-2.2
1273,5/18/2016,1344,153,Month 6,-75,-14,734,Sunny,-103,6.8
1272,5/17/2016,1343,153,Month 6,-74,-8,735,Sunny,-101.2,17.6
1271,5/15/2016,1342,152,Month 6,-80,-7,735,Sunny,-112,19.4
1270,5/14/2016,1341,152,Month 6,-76,-9,735,Sunny,-104.8,15.8
1269,5/13/2016,1340,151,Month 6,-76,-15,734,Sunny,-104.8,5
1268,5/12/2016,1339,151,Month 6,-77,-18,733,Sunny,-106.6,-0.4
1267,5/11/2016,1338,150,Month 6,-75,-18,734,Sunny,-103,-0.4
1266,5/10/2016,1337,150,Month 6,-76,-13,734,Sunny,-104.8,8.6
1265,5/9/2016,1336,149,Month 5,-75,-12,732,Sunny,-103,10.4
1264,5/8/2016,1335,149,Month 5,-77,-10,732,Sunny,-106.6,14
1261,5/7/2016,1334,148,Month 5,-77,-12,732,Sunny,-106.6,10.4
1263,5/6/2016,1333,148,Month 5,-76,-18,733,Sunny,-104.8,-0.4
1262,5/5/2016,1332,147,Month 5,-78,-11,734,Sunny,-108.4,12.2
1260,5/4/2016,1331,147,Month 5,-76,-19,734,Sunny,-104.8,-2.2
1259,5/3/2016,1330,146,Month 5,-78,-14,734,Sunny,-108.4,6.8
1258,5/2/2016,1329,146,Month 5,-74,-15,735,Sunny,-101.2,5
1257,5/1/2016,1328,145,Month 5,-77,-12,735,Sunny,-106.6,10.4
1255,4/30/2016,1327,145,Month 5,-76,-11,736,Sunny,-104.8,12.2
1254,4/29/2016,1326,144,Month 5,-77,-15,738,Sunny,-106.6,5
1256,4/28/2016,1325,144,Month 5,-78,-14,738,Sunny,-108.4,6.8
1253,4/27/2016,1324,143,Month 5,-78,-9,738,Sunny,-108.4,15.8
1252,4/26/2016,1323,142,Month 5,-77,-11,738,Sunny,-106.6,12.2
1251,4/25/2016,1322,142,Month 5,-78,-10,740,Sunny,-108.4,14
1249,4/24/2016,1321,141,Month 5,-77,-15,740,Sunny,-106.6,5
1250,4/23/2016,1320,141,Month 5,-77,-11,741,Sunny,-106.6,12.2
1248,4/22/2016,1319,140,Month 5,-78,-8,742,Sunny,-108.4,17.6
1247,4/21/2016,1318,140,Month 5,-80,-15,743,Sunny,-112,5
1246,4/20/2016,1317,139,Month 5,-80,-15,743,Sunny,-112,5
1245,4/19/2016,1316,139,Month 5,-80,-20,744,Sunny,-112,-4
1244,4/18/2016,1315,138,Month 5,-77,-14,744,Sunny,-106.6,6.8
1242,4/17/2016,1314,138,Month 5,-78,-14,744,Sunny,-108.4,6.8
1241,4/16/2016,1313,137,Month 5,-77,-14,745,Sunny,-106.6,6.8
1243,4/15/2016,1312,137,Month 5,-77,-12,745,Sunny,-106.6,10.4
1240,4/14/2016,1311,136,Month 5,-78,-11,745,Sunny,-108.4,12.2
1239,4/13/2016,1310,136,Month 5,-76,-15,745,Sunny,-104.8,5
1238,4/12/2016,1309,135,Month 5,-81,-19,747,Sunny,-113.8,-2.2
1237,4/11/2016,1308,135,Month 5,-81,-23,748,Sunny,-113.8,-9.4
1236,4/10/2016,1307,134,Month 5,-80,-27,748,Sunny,-112,-16.6
1234,4/8/2016,1306,134,Month 5,-79,-23,748,Sunny,-110.2,-9.4
1235,4/7/2016,1305,133,Month 5,-80,-21,749,Sunny,-112,-5.8
1233,4/6/2016,1304,133,Month 5,-80,-22,750,Sunny,-112,-7.6
1232,4/5/2016,1303,132,Month 5,-78,-26,751,Sunny,-108.4,-14.8
1231,4/4/2016,1302,132,Month 5,-80,-24,751,Sunny,-112,-11.2
1230,4/3/2016,1301,131,Month 5,-78,-20,752,Sunny,-108.4,-4
1227,4/2/2016,1300,131,Month 5,-79,-16,752,Sunny,-110.2,3.2
1228,4/1/2016,1299,130,Month 5,-80,-19,753,Sunny,-112,-2.2
1229,3/31/2016,1298,130,Month 5,-79,-17,755,Sunny,-110.2,1.4
1225,3/30/2016,1297,129,Month 5,-80,-24,755,Sunny,-112,-11.2
1226,3/29/2016,1296,129,Month 5,-79,-25,756,Sunny,-110.2,-13
1224,3/28/2016,1295,128,Month 5,-79,-20,757,Sunny,-110.2,-4
1223,3/27/2016,1294,128,Month 5,-79,-16,758,Sunny,-110.2,3.2
1221,3/26/2016,1293,127,Month 5,-81,-21,758,Sunny,-113.8,-5.8
1222,3/25/2016,1292,127,Month 5,-81,-22,760,Sunny,-113.8,-7.6
1220,3/24/2016,1291,126,Month 5,-80,-21,760,Sunny,-112,-5.8
1219,3/21/2016,1288,125,Month 5,-80,-16,763,Sunny,-112,3.2
1218,3/20/2016,1287,124,Month 5,-80,-18,764,Sunny,-112,-0.4
1215,3/19/2016,1286,124,Month 5,-80,-19,765,Sunny,-112,-2.2
1217,3/18/2016,1285,123,Month 5,-80,-13,766,Sunny,-112,8.6
1216,3/17/2016,1284,123,Month 5,-80,-21,767,Sunny,-112,-5.8
1214,3/16/2016,1283,123,Month 5,-82,-20,767,Sunny,-115.6,-4
1213,3/15/2016,1282,122,Month 5,-81,-16,768,Sunny,-113.8,3.2
1212,3/14/2016,1281,122,Month 5,-83,-22,769,Sunny,-117.4,-7.6
1211,3/13/2016,1280,121,Month 5,-84,-23,771,Sunny,-119.2,-9.4
1209,3/12/2016,1279,121,Month 5,-83,-29,772,Sunny,-117.4,-20.2
1210,3/11/2016,1278,120,Month 5,-83,-29,773,Sunny,-117.4,-20.2
1208,3/10/2016,1277,120,Month 5,-84,-28,774,Sunny,-119.2,-18.4
1207,3/9/2016,1276,119,Month 4,-83,-20,774,Sunny,-117.4,-4
1206,3/8/2016,1275,119,Month 4,-82,-17,775,Sunny,-115.6,1.4
1205,3/7/2016,1274,118,Month 4,-82,-17,777,Sunny,-115.6,1.4
1204,3/6/2016,1273,118,Month 4,-79,-19,778,Sunny,-110.2,-2.2
1203,3/5/2016,1272,117,Month 4,-81,-23,780,Sunny,-113.8,-9.4
1202,3/4/2016,1271,117,Month 4,-84,-22,781,Sunny,-119.2,-7.6
1200,3/3/2016,1270,116,Month 4,-82,-18,782,Sunny,-115.6,-0.4
1201,3/1/2016,1269,116,Month 4,-83,-17,782,Sunny,-117.4,1.4
